City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
1048,Amapa,BR,1.0,-52.0,70.39,98,21,1.41,few clouds
1049,Redmond,US,47.674,-122.1215,59.86,69,92,5.01,overcast clouds
1050,Correntina,BR,-13.3433,-44.6367,68.2,55,52,2.98,broken clouds
1051,Todos Santos,MX,23.45,-110.2167,64.65,83,10,6.42,clear sky
1052,Lubango,AO,-14.9172,13.4925,62.08,67,79,3.09,broken clouds
1053,Sim,RU,54.993,57.6982,40.86,73,73,2.19,broken clouds
1054,The Pas,CA,53.8251,-101.2541,41.22,92,100,4.72,overcast clouds
1055,Buraydah,SA,26.326,43.975,77.4,37,0,8.59,clear sky
1056,Pahalgam,IN,34.0333,75.3333,54.77,55,12,3.33,few clouds
1057,Nioro,GM,13.35,-15.75,79.11,40,70,3.2,broken clouds
1058,Mouila,GA,-1.8685,11.0559,72.59,98,100,0.51,overcast clouds
1059,Taybad,IR,34.74,60.7756,67.24,41,25,16.71,scattered clouds
1060,Hambantota,LK,6.1241,81.1185,82.06,82,100,14.38,moderate rain
1061,Aracuai,BR,-16.8497,-42.0703,65.93,80,0,2.1,clear sky
1062,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,34.41,89,90,4.21,overcast clouds
1063,Megion,RU,61.0296,76.1136,33.82,56,12,4.74,few clouds
1064,Kisangani,CD,0.5167,25.2,69.91,99,100,1.34,overcast clouds
1065,Uyskoye,RU,54.3775,60.0047,41.04,56,29,2.21,scattered clouds
1066,Vanavara,RU,60.34,102.2797,38.43,74,100,5.99,overcast clouds
1067,Porto Seguro,BR,-16.4497,-39.0647,72.12,94,20,5.75,few clouds
1068,Laredo,US,27.5064,-99.5075,84.49,70,75,17.27,broken clouds
1069,Kimamba,TZ,-6.7833,37.1333,66.76,90,74,2.71,broken clouds
1070,Inhambane,MZ,-23.865,35.3833,66.56,90,0,5.23,clear sky
1071,Caucaia,BR,-3.7361,-38.6531,82.35,80,40,8.05,scattered clouds
1072,Adre,TD,13.4667,22.2,79.99,19,100,3.76,overcast clouds
1073,Puerto Gaitan,CO,4.3133,-72.0816,72.93,92,98,6.82,overcast clouds
1074,Akhmeta,GE,42.0311,45.2075,61.32,99,100,4.23,overcast clouds
1075,Vaitape,PF,-16.5167,-151.75,81.21,72,17,11.74,few clouds
1076,Lakselv,NO,70.0513,24.9718,30.02,69,20,14.97,few clouds
1077,Licata,IT,37.1071,13.9461,60.89,64,100,4.7,moderate rain
1078,Chengde,CN,40.9725,117.9361,62.15,20,10,10.04,clear sky
1079,Cocula,MX,20.3652,-103.8222,74.79,29,99,6.02,overcast clouds
1080,Vila,PT,42.0304,-8.1588,41.88,83,0,2.19,clear sky
1081,Xining,CN,36.6167,101.7667,35.83,70,88,3.49,overcast clouds
1082,Fandriana,MG,-20.2333,47.3833,55.09,95,0,3.44,clear sky
1083,Koosa,EE,58.5255,27.0795,35.74,84,49,6.89,scattered clouds
1084,Ossora,RU,59.2353,163.0719,31.39,94,23,2.06,few clouds
1085,Balkanabat,TM,39.5108,54.3671,63.72,75,69,4.0,broken clouds
1086,Dodoma,TZ,-6.1722,35.7395,64.81,83,99,6.82,overcast clouds
1087,Tonstad,NO,58.6626,6.7169,38.48,72,3,8.12,clear sky
1088,Hay River,CA,60.8156,-115.7999,37.4,72,60,5.55,broken clouds
1089,Kaniama,CD,-7.5667,24.1833,65.19,94,64,3.56,broken clouds
1090,Morro Bay,US,35.3658,-120.8499,76.19,75,1,10.0,clear sky
1091,Novyy Urgal,RU,51.0736,132.5642,48.67,44,24,2.75,few clouds
1092,Chapais,CA,49.7834,-74.8492,35.38,94,6,4.45,clear sky
1093,Truth Or Consequences,US,33.1284,-107.2528,79.03,5,0,17.27,clear sky
1094,Colares,PT,38.7992,-9.4469,61.75,60,99,4.0,overcast clouds
1095,Ust-Kuyga,RU,70.0167,135.6,30.42,77,9,12.59,clear sky
1096,Murwara,IN,23.85,80.4,93.49,17,4,9.22,clear sky
1097,Tomelloso,ES,39.1522,-3.0243,57.52,71,49,7.83,scattered clouds
1098,Rocky Mount,US,35.9382,-77.7905,61.38,77,100,0.0,overcast clouds
1099,Veranopolis,BR,-28.9361,-51.5494,59.52,100,98,0.94,moderate rain
1100,Chernyshevskiy,RU,63.0128,112.4714,27.99,72,84,6.42,broken clouds
1101,Kolomna,RU,55.0794,38.7783,31.28,68,11,2.28,few clouds
1102,Ganzhou,CN,28.8184,115.4327,62.31,72,100,4.79,light rain
1103,Bastos,BR,-21.9219,-50.7339,69.89,74,49,7.05,scattered clouds
1104,Vereeniging,ZA,-26.6731,27.9261,46.71,36,0,4.41,clear sky
1105,Genhe,CN,50.7833,121.5167,46.04,21,15,3.42,few clouds
1106,Atbasar,KZ,51.8,68.3333,54.7,60,99,13.27,overcast clouds
1107,Caohai,CN,26.8661,104.2841,37.26,95,100,5.37,overcast clouds
1108,Volksrust,ZA,-27.3654,29.8818,47.86,88,79,2.91,broken clouds
1109,Marquette,US,46.5333,-87.6335,49.44,51,100,12.62,overcast clouds
1110,Hoi An,VN,15.8794,108.335,84.16,88,100,1.63,overcast clouds
1111,Maiduguri,NG,11.8464,13.1603,85.23,45,100,5.88,overcast clouds
1112,Deputatskiy,RU,69.3,139.9,24.58,76,54,4.43,broken clouds
1113,Ewo,CG,-0.8725,14.8206,72.93,80,73,3.27,broken clouds
1114,Djougou,BJ,9.7085,1.666,75.63,69,94,6.71,overcast clouds
1115,Santiago Del Estero,AR,-27.7951,-64.2615,59.97,56,99,4.94,overcast clouds
1116,Uchiza,PE,-8.4592,-76.4633,68.49,97,56,3.18,broken clouds
1117,Mangrol,IN,21.1167,70.1167,83.12,85,1,8.34,clear sky
1118,Nelson Bay,AU,-32.7167,152.15,68.09,74,100,8.9,overcast clouds
1119,Thabazimbi,ZA,-24.5917,27.4116,59.47,59,0,4.47,clear sky
1120,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.77,98,23,1.86,few clouds
1121,Svetlyy,RU,54.675,20.1347,48.25,79,100,5.19,overcast clouds
1122,Narrabri,AU,-30.3167,149.7833,67.51,73,0,5.01,clear sky
1123,Bubaque,GW,11.2833,-15.8333,76.98,70,40,6.26,scattered clouds
1124,Humberto De Campos,BR,-2.5983,-43.4611,74.95,93,80,1.34,broken clouds
1125,Neftcala,AZ,39.3742,49.2472,61.77,72,100,5.1,overcast clouds
1126,Khammam,IN,17.25,80.15,87.8,56,11,12.91,few clouds
1127,Ashland,US,40.8167,-82.2665,63.14,60,100,12.06,overcast clouds
1128,Jiexiu,CN,37.0244,111.9125,62.46,14,0,11.39,clear sky
1129,Trat,TH,12.5,102.5,86.88,76,84,2.39,light rain
1130,Forestville,US,38.8451,-76.875,57.29,53,0,6.91,clear sky
1131,Bida,NG,9.0833,6.0167,82.42,55,17,5.5,few clouds
1132,Baoying,CN,33.2292,119.3092,63.93,44,100,5.17,overcast clouds
1133,Iwanai,JP,42.9744,140.5089,52.86,59,86,3.98,overcast clouds
1134,Calama,CL,-22.4667,-68.9333,45.09,15,0,18.41,clear sky
1135,Bardiyah,LY,31.7561,25.0865,63.19,74,31,6.17,scattered clouds
1136,Shatalovo,RU,54.334,32.4465,35.69,72,97,5.86,overcast clouds
1137,Venado Tuerto,AR,-33.7456,-61.9688,45.91,58,0,5.53,clear sky
1138,Zyryanka,RU,65.75,150.85,31.53,96,47,10.54,scattered clouds
1139,Devin,BG,41.7433,24.4,42.66,96,26,2.1,scattered clouds
1140,Tamayo,DO,18.3947,-71.2029,73.78,83,34,1.41,scattered clouds
1141,Culiacan,MX,24.7994,-107.3897,78.15,58,75,4.61,broken clouds
1142,Dauriya,RU,49.9333,116.8667,48.54,42,91,6.64,overcast clouds
1143,Karpathos,GR,35.507,27.2132,60.76,88,10,27.63,clear sky
1144,Homer,US,59.6425,-151.5483,44.49,69,100,21.0,overcast clouds
1145,Barcelona,ES,41.3888,2.159,62.71,82,20,6.91,few clouds
1146,Kindia,GN,10.0569,-12.8658,72.73,84,74,0.67,broken clouds
1147,Estelle,US,29.8458,-90.1067,78.78,74,27,5.99,scattered clouds
1148,Avallon,FR,47.4833,3.9,37.4,93,10,2.89,clear sky
1149,Port Augusta,AU,-32.5,137.7667,66.72,46,0,4.09,clear sky
1150,Tokat,TR,40.4167,36.5833,42.28,97,100,4.45,overcast clouds
1151,Zaoyang,CN,32.1272,112.7542,61.7,62,100,6.55,overcast clouds
1152,Gambela,ET,8.25,34.5833,72.57,87,100,4.25,overcast clouds
1153,Katherine,AU,-14.4667,132.2667,91.72,43,40,14.97,scattered clouds
1154,Grand Forks,US,47.9417,-97.4337,40.73,93,100,23.02,overcast clouds
1155,Dzilam Gonzalez,MX,21.2833,-88.9333,75.4,81,46,4.41,scattered clouds
1156,Ronne,DK,55.1009,14.7066,39.11,93,79,2.3,broken clouds
1157,Dudinka,RU,69.4058,86.1778,20.62,92,100,13.15,overcast clouds
1158,Bend,US,44.0582,-121.3153,46.26,66,20,13.0,few clouds
1159,Kizukuri,JP,40.8061,140.3861,53.11,74,100,8.3,moderate rain
1160,Kazachinskoye,RU,57.6953,93.2761,41.13,83,100,8.52,overcast clouds
1161,Tinaquillo,VE,9.9186,-68.3047,71.29,95,100,1.12,overcast clouds
1162,Zhanakorgan,KZ,43.9098,67.2495,73.72,24,100,4.41,overcast clouds
1163,Bailieborough,IE,53.9167,-6.9667,49.01,98,100,14.03,overcast clouds
1164,Salmo,CA,49.1999,-117.2689,52.29,93,95,1.34,overcast clouds
1165,Greytown,ZA,-29.0642,30.5928,48.47,95,39,1.57,scattered clouds
1166,Kyshtovka,RU,56.555,76.6271,37.04,52,100,14.43,overcast clouds
1167,Coari,BR,-4.085,-63.1414,73.72,97,21,1.07,few clouds
1168,Bonaventure,CA,48.0457,-65.4926,36.18,93,100,2.3,overcast clouds
1169,Guane,CU,22.2025,-84.0875,74.32,81,3,3.53,clear sky
1170,Valleyview,CA,55.0667,-117.2859,43.43,82,98,6.58,overcast clouds
1171,Sampit,ID,-2.5333,112.95,86.99,61,57,1.52,broken clouds
1172,Umri,IN,26.5106,78.9367,91.49,18,3,7.92,clear sky
1173,Landeck,AT,47.1301,10.5636,45.34,97,100,1.32,overcast clouds
1174,Kavos,GR,38.8268,22.8322,57.02,78,32,0.78,scattered clouds
1175,Yulara,AU,-25.2406,130.9889,64.24,59,100,11.5,overcast clouds
1176,La Romana,DO,18.4273,-68.9728,73.76,100,100,5.75,overcast clouds
1177,Shumskiy,RU,54.8318,99.1328,63.84,43,100,6.85,overcast clouds
1178,Arvika,SE,59.6553,12.5852,41.61,58,29,2.13,scattered clouds
1179,Camocim,BR,-2.9022,-40.8411,76.53,89,92,5.03,overcast clouds
1180,Badiraguato,MX,25.3667,-107.5167,75.7,28,97,3.2,overcast clouds
1181,Troitsko-Pechorsk,RU,62.7084,56.1964,29.05,87,100,4.99,overcast clouds
1182,Port Shepstone,ZA,-30.7414,30.455,62.82,73,3,10.8,clear sky
1183,Chester,US,40.1254,-75.8749,54.84,50,100,2.13,overcast clouds
1184,Lago Da Pedra,BR,-4.3333,-45.1667,73.56,94,96,1.97,overcast clouds
1185,Kirakira,SB,-10.4544,161.9205,83.64,76,100,6.33,overcast clouds
1186,Alvaraes,BR,-3.2208,-64.8042,71.4,98,27,1.99,scattered clouds
1187,Quelimane,MZ,-17.8786,36.8883,69.75,94,0,3.44,clear sky
1188,Mao,ES,39.8885,4.2658,59.56,67,0,4.61,clear sky
1189,Quatre Cocos,MU,-20.2078,57.7625,75.31,84,30,9.42,scattered clouds
1190,Opole Lubelskie,PL,51.1478,21.969,41.81,76,54,4.9,broken clouds
1191,Kampong Cham,KH,11.9934,105.4635,85.95,66,97,8.5,overcast clouds
1192,Kandiari,PK,26.9156,68.5216,97.11,18,0,11.97,clear sky
1193,Zarand,IR,30.8127,56.564,58.57,72,0,5.46,clear sky
1194,Segou,ML,13.4317,-6.2157,89.01,35,54,3.53,light rain
1195,Suntar,RU,62.1444,117.6319,39.0,84,100,5.68,overcast clouds
1196,North Platte,US,41.1239,-100.7654,54.12,49,0,17.27,clear sky
1197,Taki,IN,22.5861,88.9214,82.35,63,20,12.24,few clouds
1198,Hakui,JP,36.8833,136.7833,53.24,94,100,2.17,light rain
1199,Faaborg,DK,55.0951,10.2423,44.6,81,100,7.47,overcast clouds
1200,Huadian,CN,42.9633,126.7478,51.28,30,96,8.81,overcast clouds
1201,Ichinohe,JP,40.2069,141.3017,47.01,89,100,10.96,overcast clouds
1202,Nigde,TR,37.8333,34.75,47.7,88,93,4.97,overcast clouds
1203,Kutoarjo,ID,-7.7169,109.9128,85.3,69,76,1.39,broken clouds
1204,Bichura,RU,50.5881,107.6022,63.77,39,95,5.84,overcast clouds
1205,Whitehorse,CA,60.7161,-135.0538,48.97,31,75,13.8,broken clouds
1206,Gazli,UZ,40.1333,63.45,77.58,19,100,16.82,overcast clouds
1207,Kuloy,RU,61.0305,42.4925,27.91,75,100,3.62,overcast clouds
1208,Florianopolis,BR,-27.6146,-48.5012,65.7,91,75,5.75,moderate rain
1209,Dickinson,US,29.4608,-95.0513,79.12,87,20,6.91,few clouds
1210,Huambo,AO,-12.7761,15.7392,54.01,72,26,1.81,scattered clouds
1211,Minot,US,48.2325,-101.2963,46.62,53,0,20.71,clear sky
1212,Luwuk,ID,-0.9516,122.7875,85.68,70,43,4.09,scattered clouds
1213,Iracoubo,GF,5.4802,-53.2011,78.19,84,29,9.31,scattered clouds
1214,Castrovillari,IT,39.8203,16.2123,50.61,68,88,2.71,overcast clouds
1215,Dawei,MM,14.0833,98.2,85.3,75,40,0.34,scattered clouds
1216,Benicarlo,ES,40.4165,0.4271,63.55,76,100,8.99,overcast clouds
1217,Gao,ML,16.6362,1.637,83.89,13,13,10.89,few clouds
1218,Pavlogradka,RU,54.2024,73.5592,48.11,53,100,16.71,overcast clouds
1219,Wahiawa,US,21.5028,-158.0236,79.12,72,75,8.05,broken clouds
1220,Racine,US,42.7495,-88.0751,58.1,93,90,9.22,overcast clouds
1221,North Bend,US,43.4065,-124.2243,53.24,90,100,8.05,overcast clouds
1222,Muslyumovo,RU,55.3033,53.1947,38.48,86,55,9.89,broken clouds
1223,Glendive,US,47.1053,-104.7125,53.49,54,40,9.22,scattered clouds
1224,Mandiana,GN,10.6333,-8.6833,79.86,60,87,3.83,overcast clouds
1225,Maur,IN,30.0833,75.25,92.52,12,2,5.91,clear sky
1226,Lieksa,FI,63.3167,30.0167,23.52,97,86,1.61,overcast clouds
1227,San Vicente,AR,-26.6167,-54.1333,62.92,100,100,0.89,overcast clouds
1228,Suihua,CN,46.6406,126.9969,41.05,80,100,0.83,overcast clouds
1229,Baykalsk,RU,51.5058,104.1469,51.51,75,20,3.27,few clouds
1230,Toora-Khem,RU,52.4675,96.11,55.87,41,95,3.47,overcast clouds
1231,Nizwa,OM,22.9333,57.5333,80.44,35,0,5.48,clear sky
1232,West Bay,KY,19.3667,-81.4167,80.08,83,20,5.75,few clouds
1233,Sonkovo,RU,57.7782,37.1571,30.07,67,97,6.82,overcast clouds
1234,Ixtapa,MX,20.7,-105.2,76.23,69,40,9.22,scattered clouds
1235,Bayonet Point,US,28.3267,-82.6834,72.1,94,86,1.01,overcast clouds
1236,Bathurst,AU,-33.4166,149.5806,65.97,44,0,2.75,clear sky
1237,Dhrangadhra,IN,22.9833,71.4667,84.15,66,0,12.46,clear sky
1238,Campina Verde,BR,-19.5356,-49.4864,73.24,46,56,4.36,broken clouds
1239,Bera,BD,24.0833,89.6167,82.02,79,70,8.77,broken clouds
1240,Carmen,MX,18.6333,-91.8333,83.41,77,58,20.58,broken clouds
1241,Smidovich,RU,48.6,133.8167,48.61,39,86,16.35,overcast clouds
1242,Goure,NE,13.9835,10.2704,89.02,31,89,7.85,overcast clouds
1243,Alacranes,CU,22.7675,-81.5675,77.49,61,90,9.78,overcast clouds
1244,Pontian Kecil,MY,1.4801,103.3899,86.32,81,99,4.72,overcast clouds
1245,Svetlaya,RU,46.5389,138.3297,39.04,78,100,13.2,overcast clouds
1246,Millinocket,US,45.6573,-68.7098,44.71,65,100,0.0,overcast clouds
1247,Anamur,TR,36.0751,32.8369,67.14,70,62,6.06,broken clouds
1248,Poso,ID,-1.3959,120.7524,87.22,60,34,2.1,scattered clouds
1249,Okha,RU,53.5739,142.9478,33.64,94,100,5.39,overcast clouds
1250,Niono,ML,14.2526,-5.993,88.81,27,14,4.45,few clouds
1251,Chifeng,CN,42.2683,118.9636,55.27,24,17,18.37,few clouds
1252,Boffa,GN,10.1667,-14.0333,77.5,76,64,2.28,light rain
1253,Praya,CV,14.9215,-23.5087,70.34,78,20,12.66,few clouds
1254,Port Macquarie,AU,-31.4333,152.9167,67.89,66,44,11.54,scattered clouds
1255,Wanaka,NZ,-44.7,169.15,57.36,74,100,7.9,light rain
1256,Hargeysa,SO,9.56,44.065,72.73,58,100,2.8,overcast clouds
1257,Santa Maria,BR,-29.6842,-53.8069,58.44,95,97,6.73,overcast clouds
1258,Tombouctou,ML,20.0,-3.0,75.9,16,0,12.1,clear sky
1259,Riverton,US,40.5219,-111.9391,63.57,31,0,6.91,clear sky
1260,Falmouth,GB,50.1544,-5.0711,47.3,93,75,2.3,haze
1261,Kayerkan,RU,69.3497,87.7602,19.53,100,100,20.04,light snow
1262,Inuvik,CA,68.3499,-133.7218,52.66,35,0,8.05,clear sky
1263,Chuka,KE,-0.3332,37.6459,60.44,95,99,4.25,overcast clouds
1264,Kano,NG,12.0001,8.5167,84.65,45,98,10.04,overcast clouds
1265,Drumheller,CA,51.4617,-112.7101,60.13,25,100,9.22,overcast clouds
1266,Verkhnevilyuysk,RU,63.4453,120.3167,40.73,72,93,8.68,overcast clouds
1267,Dire,ML,12.2833,-10.9667,83.55,51,99,3.85,overcast clouds
1268,Silver City,US,32.7701,-108.2803,71.56,8,0,6.91,clear sky
1269,Kolokani,ML,13.5728,-8.0339,84.47,38,51,5.73,light rain
1270,Nyagan,RU,62.1406,65.3936,34.74,64,11,10.33,few clouds
1271,Manali,IN,13.1667,80.2667,86.09,92,24,14.36,few clouds
1272,Kaeo,NZ,-35.1,173.7833,68.32,77,46,6.64,scattered clouds
1273,Nidzica,PL,53.3605,20.4275,38.79,79,96,5.35,overcast clouds
1274,Nosy Varika,MG,-20.5833,48.5333,69.42,88,2,4.74,clear sky
1275,Parati,BR,-23.2178,-44.7131,68.74,94,92,2.98,overcast clouds
1276,Chokwe,MZ,-24.5333,32.9833,67.03,84,36,11.34,scattered clouds
1277,San Lawrenz,MT,36.0553,14.204,59.86,86,93,9.06,overcast clouds
1278,Port Pirie,AU,-33.1833,138.0167,64.49,50,8,6.11,clear sky
1279,La Libertad,EC,-2.2333,-80.9,73.0,80,32,4.43,scattered clouds
1280,Shitanjing,CN,39.2342,106.3439,54.63,15,0,18.68,clear sky
1281,Aquiraz,BR,-3.9014,-38.3911,82.49,84,90,8.39,overcast clouds
1282,Panzhihua,CN,26.5851,101.7128,58.89,67,100,8.5,overcast clouds
1283,Dhidhdhoo,MV,6.8833,73.1,84.96,73,100,15.28,light rain
1284,Kushima,JP,31.4583,131.2333,63.03,80,100,6.29,overcast clouds
1285,Thinadhoo,MV,0.5333,72.9333,86.32,67,100,13.65,overcast clouds
1286,Kirkwood,US,38.5834,-90.4068,67.59,58,75,13.8,broken clouds
1287,Eraniel,IN,8.2,77.3,82.56,78,100,11.45,overcast clouds
1288,Totskoye,RU,52.5248,52.7623,44.74,66,100,8.32,overcast clouds
1289,Landerneau,FR,48.4525,-4.2525,48.96,100,100,5.75,mist
1290,Manaus,BR,-3.1019,-60.025,79.29,89,0,4.61,clear sky
1291,Pontes E Lacerda,BR,-15.2261,-59.3353,72.46,83,63,3.62,broken clouds
1292,Kulhudhuffushi,MV,6.6221,73.07,84.9,73,100,15.77,overcast clouds
1293,Chenzhou,CN,25.8,113.0333,55.26,98,100,5.99,overcast clouds
1294,Huarmey,PE,-10.0681,-78.1522,66.51,88,72,8.48,broken clouds
1295,Haicheng,CN,40.8516,122.7475,61.2,21,73,14.09,broken clouds
1296,Atocha,BO,-20.9333,-66.2333,51.13,30,1,6.02,clear sky
1297,Vigrestad,NO,58.5667,5.7,40.59,85,0,10.92,clear sky
1298,Odweyne,SO,9.4092,45.064,72.9,66,98,1.72,overcast clouds
1299,Ribeira Do Pombal,BR,-10.8344,-38.5358,68.7,95,100,3.47,moderate rain
1300,Malyn,UA,50.7723,29.2383,40.32,80,17,2.75,few clouds
1301,Lebyazhye,RU,55.2689,66.4947,36.63,77,100,11.86,overcast clouds
1302,Nanakuli,US,21.3906,-158.1547,82.35,63,0,13.8,clear sky
1303,Samaipata,BO,-18.15,-63.8667,50.34,99,34,2.35,scattered clouds
1304,Tocopilla,CL,-22.092,-70.1979,65.3,74,36,7.52,scattered clouds
1305,Aldan,RU,58.6031,125.3894,37.89,47,15,10.71,few clouds
1306,Lae,PG,-6.7221,146.9847,88.47,69,77,6.91,broken clouds
1307,Puksoozero,RU,62.5903,40.6066,23.9,89,94,2.62,overcast clouds
1308,Nanzhang,CN,31.7765,111.8386,67.42,43,100,9.37,overcast clouds
1309,Carbonia,IT,39.1672,8.5222,51.01,78,73,4.43,broken clouds
1310,Umm Lajj,SA,25.0213,37.2685,79.2,65,0,5.75,clear sky
1311,Camalu,MX,30.85,-116.0667,62.2,76,99,6.31,overcast clouds
1312,Makaryev,RU,57.8797,43.8069,25.72,86,8,4.36,clear sky
1313,Changde,CN,29.0464,111.6783,62.85,59,100,6.38,overcast clouds
1314,Puri,IN,19.8,85.85,86.52,83,76,18.68,broken clouds
1315,Mujiayingzi,CN,42.1167,118.7833,53.19,28,30,17.13,scattered clouds
1316,Kokopo,PG,-4.352,152.2633,84.74,66,65,7.38,broken clouds
1317,Pozega,HR,45.3403,17.6853,49.77,92,9,3.4,clear sky
1318,Isla Mujeres,MX,21.2311,-86.731,78.85,73,3,12.08,clear sky
1319,Lazaro Cardenas,MX,17.9583,-102.2,76.41,68,62,5.7,broken clouds
1320,Ust-Barguzin,RU,53.45,108.9833,44.89,79,99,1.57,overcast clouds
1321,Comarapa,BO,-17.9,-64.4833,53.01,97,38,3.42,scattered clouds
1322,Rorvik,NO,64.8621,11.2373,41.02,91,100,6.91,light rain
1323,Oriximina,BR,-1.7656,-55.8661,74.62,94,18,2.59,few clouds
1324,Minbu,MM,20.1833,94.8833,90.45,47,4,1.3,clear sky
1325,Terney,RU,45.0503,136.6092,39.11,96,100,10.36,moderate rain
1326,Kondinskoye,RU,59.6481,67.41,36.23,52,15,8.08,few clouds
1327,Rafsanjan,IR,30.4067,55.9939,60.3,64,0,8.14,light rain
1328,Barra,BR,-11.0894,-43.1417,76.84,57,100,7.74,overcast clouds
1329,Mocuba,MZ,-16.8392,36.9856,62.76,98,4,3.06,clear sky
1330,La Primavera,CO,5.4906,-70.4092,72.54,94,97,3.67,overcast clouds
1331,Orcopampa,PE,-15.2661,-72.3417,47.73,72,100,4.63,overcast clouds
1332,Nizhnevartovsk,RU,60.9344,76.5531,33.82,60,0,4.47,clear sky
1333,Steamboat Springs,US,40.485,-106.8317,52.36,39,0,3.44,clear sky
1334,Hoquiam,US,46.9809,-123.8893,55.85,78,0,10.36,clear sky
1335,Mokhsogollokh,RU,61.4681,128.9203,43.2,55,23,8.12,few clouds
1336,Diffa,NE,13.3154,12.6113,84.69,42,98,7.0,overcast clouds
1337,Aleksandrov Gay,RU,50.147,48.5704,47.19,69,26,8.86,scattered clouds
1338,Nantucket,US,41.2835,-70.0995,48.25,71,0,10.36,clear sky
1339,Mayahi,NE,13.9553,7.6712,91.36,26,100,7.67,overcast clouds
1340,Wukari,NG,7.85,9.7833,76.86,83,100,4.72,overcast clouds
1341,Izumo,JP,35.3667,132.7667,57.09,77,75,8.05,broken clouds
1342,Nis,FR,43.7031,7.2661,61.47,68,0,5.75,clear sky
1343,Meru,KE,0.0463,37.6559,59.77,90,97,3.27,overcast clouds
1344,Passo De Camaragibe,BR,-9.2368,-35.4901,74.75,89,100,3.87,overcast clouds
1345,Ostrov,RU,57.3439,28.3537,28.13,71,21,3.31,few clouds
1346,General Roca,AR,-39.0333,-67.5833,55.4,39,74,5.79,broken clouds
1347,Darnah,LY,32.767,22.6367,63.41,60,100,3.91,overcast clouds
1348,Tiarei,PF,-17.5333,-149.3333,84.22,73,8,12.73,clear sky
1349,Charleston,US,32.7766,-79.9309,69.03,84,0,4.61,clear sky
1350,Harlingen,US,26.1906,-97.6961,78.94,92,75,10.36,broken clouds
1351,Black Forest,US,39.0131,-104.7008,53.6,27,0,12.66,clear sky
1352,Kamaishi,JP,39.2667,141.8833,47.05,94,100,7.56,moderate rain
1353,Roverud,NO,60.2521,12.055,39.45,57,17,1.72,few clouds
1354,Vallenar,CL,-28.5708,-70.7581,62.6,62,0,2.48,clear sky
1355,Ushtobe,KZ,45.2514,77.9838,72.72,22,19,4.63,few clouds
1356,Ipixuna,BR,-1.7625,-48.8043,73.87,99,100,3.47,light rain
1357,Kathu,TH,7.9178,98.3332,87.69,88,89,4.74,moderate rain
1358,Alekseyevka,RU,50.6309,38.6903,40.06,83,23,6.62,few clouds
1359,Partur,IN,19.6,76.2167,88.84,26,6,12.57,clear sky
1360,Putina,PE,-15.4667,-69.4333,42.01,85,10,3.76,clear sky
1361,Shaowu,CN,27.3409,117.4831,58.15,96,100,2.86,overcast clouds
1362,Sosnogorsk,RU,63.6023,53.8817,25.75,88,14,4.97,few clouds
1363,Plymouth,US,41.8334,-70.8328,47.68,78,0,3.44,clear sky
1364,Meadow Lake,US,34.8014,-106.5436,69.67,20,13,7.96,few clouds
1365,Brewster,US,41.3973,-73.6171,52.54,54,0,4.61,clear sky
1366,Plettenberg Bay,ZA,-34.0527,23.3716,56.7,77,27,6.87,scattered clouds
1367,Cermik,TR,38.1361,39.4493,56.84,91,100,5.84,moderate rain
1368,Madison,US,34.7334,-86.5667,73.2,74,40,11.5,scattered clouds
1369,Krumovgrad,BG,41.4667,25.65,53.04,92,8,4.59,clear sky
1370,Novobataysk,RU,46.8981,39.7819,55.81,76,44,13.27,scattered clouds
1371,Yekaterinovka,RU,52.0508,44.3451,35.58,77,0,7.67,clear sky
1372,Teahupoo,PF,-17.8333,-149.2667,78.76,74,18,13.0,few clouds
1373,Luganville,VU,-15.5333,167.1667,80.33,83,100,3.29,light rain
1374,Quballat,TN,36.5418,9.6633,49.37,86,57,4.56,broken clouds
1375,Poselki,RU,53.1324,46.5031,33.03,85,4,7.09,clear sky
1376,Bagrami,AF,34.4938,69.2743,69.03,28,52,0.58,broken clouds
1377,Turkan,AZ,40.3639,50.215,55.58,94,20,9.22,few clouds
1378,Bagdarin,RU,54.4333,113.6,50.9,56,98,1.88,overcast clouds
1379,Wagga Wagga,AU,-35.1167,147.3667,64.81,55,40,5.75,scattered clouds
1380,Platanos,GR,37.6667,21.6167,61.09,76,50,4.5,scattered clouds
1381,Ewa Beach,US,21.3156,-158.0072,82.35,60,0,17.27,clear sky
1382,Mahanje,TZ,-9.9333,35.3333,60.46,97,65,1.25,broken clouds
1383,Duluth,US,46.7833,-92.1066,42.33,91,100,19.57,light intensity drizzle
1384,Balykshi,KZ,47.0667,51.8667,46.4,93,2,13.42,mist
1385,Luis Correia,BR,-2.8792,-41.6669,76.66,89,97,4.76,overcast clouds
1386,Ferrol,ES,43.4832,-8.2369,55.67,86,29,1.5,scattered clouds
1387,Mandera,KE,3.9366,41.867,80.19,72,94,7.23,overcast clouds
1388,Sechura,PE,-5.5569,-80.8222,68.85,78,23,16.37,few clouds
1389,Saint-Denis,FR,48.9167,2.3333,47.14,74,0,8.05,clear sky
1390,Srandakan,ID,-7.9386,110.2506,84.0,68,100,4.12,overcast clouds
